User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Subscription Duration,Month Acquisition,Group Age
1294,Premium,11,2022-06-30,2023-04-07,Spain,51,Female,Smartphone,1 Month,281,6,50-54
1295,Basic,10,2022-06-29,2023-02-07,Italy,40,Female,Smartphone,1 Month,223,6,40-44
1296,Premium,12,2022-06-30,2023-03-07,Spain,28,Male,Smart TV,1 Month,250,6,25-29
1297,Basic,14,2022-06-29,2023-04-07,Spain,51,Female,Smartphone,1 Month,282,6,50-54
1298,Standard,14,2022-06-26,2023-03-07,United States,27,Male,Laptop,1 Month,254,6,25-29
1299,Standard,14,2022-06-27,2023-01-07,Canada,35,Male,Smart TV,1 Month,194,6,35-39
1300,Basic,11,2022-06-24,2023-03-07,United States,37,Male,Laptop,1 Month,256,6,35-39
1301,Premium,14,2022-06-23,2023-04-07,United States,51,Male,Smart TV,1 Month,288,6,50-54
1302,Basic,11,2022-06-23,2023-03-07,Canada,40,Male,Smart TV,1 Month,257,6,40-44
1303,Standard,14,2022-06-25,2023-03-07,United Kingdom,38,Male,Laptop,1 Month,255,6,35-39
1304,Premium,11,2022-06-28,2023-03-07,Australia,48,Female,Laptop,1 Month,252,6,45-49
1305,Basic,11,2022-01-07,2023-03-07,Germany,49,Male,Smartphone,1 Month,424,1,45-49
1306,Premium,15,2022-02-07,2023-05-07,France,33,Female,Laptop,1 Month,454,2,30-34
1307,Basic,10,2022-06-07,2023-03-07,Brazil,34,Female,Tablet,1 Month,273,6,30-34
1308,Standard,15,2022-12-07,2023-06-07,Mexico,39,Male,Tablet,1 Month,182,12,35-39
1309,Standard,13,2022-07-17,2023-02-07,Spain,37,Female,Tablet,1 Month,205,7,35-39
1310,Basic,15,2022-07-23,2023-05-07,Italy,44,Male,Laptop,1 Month,288,7,40-44
1311,Premium,15,2022-07-29,2023-04-07,Spain,35,Male,Tablet,1 Month,252,7,35-39
1312,Basic,11,2022-06-08,2023-06-07,Spain,31,Female,Laptop,1 Month,364,6,30-34
1313,Standard,10,2022-09-08,2023-02-07,United States,39,Male,Smart TV,1 Month,152,9,35-39
1314,Premium,13,2022-08-14,2023-05-07,Canada,38,Male,Tablet,1 Month,266,8,35-39
1315,Basic,11,2022-08-20,2023-03-07,United States,42,Male,Smartphone,1 Month,199,8,40-44
1316,Premium,12,2022-08-28,2023-05-07,United States,48,Female,Tablet,1 Month,252,8,45-49
1317,Basic,11,2022-02-09,2023-03-07,Canada,31,Male,Tablet,1 Month,391,2,30-34
1318,Standard,11,2022-04-09,2023-05-07,United Kingdom,42,Male,Smartphone,1 Month,393,4,40-44
1319,Standard,14,2022-06-09,2023-03-07,Australia,35,Male,Smartphone,1 Month,271,6,35-39
1320,Basic,10,2022-09-14,2023-05-07,Germany,39,Male,Laptop,1 Month,235,9,35-39
1321,Premium,13,2022-09-15,2023-04-07,France,50,Female,Tablet,1 Month,204,9,50-54
1322,Basic,11,2022-09-16,2023-06-07,Brazil,40,Male,Smartphone,1 Month,264,9,40-44
1323,Standard,10,2022-09-28,2023-02-07,Mexico,29,Male,Smartphone,1 Month,132,9,25-29
1324,Premium,10,2022-02-10,2023-04-07,Spain,48,Female,Smart TV,1 Month,421,2,45-49
1325,Basic,15,2022-03-10,2023-04-07,Italy,34,Male,Smartphone,1 Month,393,3,30-34
1326,Premium,10,2022-05-10,2023-05-07,Spain,48,Male,Smartphone,1 Month,362,5,45-49
1327,Basic,12,2022-07-10,2023-02-07,Spain,48,Male,Laptop,1 Month,212,7,45-49
1328,Standard,12,2022-09-10,2023-04-07,United States,35,Female,Tablet,1 Month,209,9,35-39
1329,Standard,11,2022-11-10,2023-04-07,Canada,29,Male,Laptop,1 Month,148,11,25-29
1330,Basic,14,2022-10-13,2023-05-07,United States,47,Female,Smart TV,1 Month,206,10,45-49
1331,Premium,12,2022-10-15,2023-02-07,United States,36,Male,Smartphone,1 Month,115,10,35-39
1332,Basic,12,2022-10-17,2023-04-07,Canada,40,Female,Smartphone,1 Month,172,10,40-44
1333,Standard,14,2022-10-21,2023-04-07,United Kingdom,51,Male,Tablet,1 Month,168,10,50-54
1334,Premium,12,2022-10-23,2023-05-07,Australia,37,Male,Smart TV,1 Month,196,10,35-39
1335,Basic,12,2022-10-24,2023-06-07,Germany,36,Male,Tablet,1 Month,226,10,35-39
1336,Premium,12,2022-10-28,2023-04-07,France,45,Male,Tablet,1 Month,161,10,45-49
1337,Basic,11,2022-10-31,2023-04-07,Brazil,31,Female,Tablet,1 Month,158,10,30-34
1338,Standard,14,2022-03-11,2023-04-07,Mexico,45,Female,Laptop,1 Month,392,3,45-49
1339,Standard,11,2022-04-11,2023-05-07,Spain,30,Male,Laptop,1 Month,391,4,30-34
1340,Basic,14,2022-05-11,2023-06-07,Italy,40,Female,Smartphone,1 Month,392,5,40-44
1341,Premium,14,2022-06-11,2023-04-07,Spain,44,Female,Smart TV,1 Month,300,6,40-44
1342,Basic,12,2022-01-11,2023-05-07,Spain,36,Female,Laptop,1 Month,481,1,35-39
1343,Standard,10,2022-01-11,2023-05-07,United States,36,Male,Tablet,1 Month,481,1,35-39
1344,Premium,11,2022-10-29,2023-05-07,Canada,32,Female,Smartphone,1 Month,190,10,30-34
1345,Basic,10,2022-10-27,2023-03-07,United States,46,Male,Smart TV,1 Month,131,10,45-49
1346,Basic,12,2022-10-16,2023-04-07,United States,39,Female,Smart TV,1 Month,173,10,35-39
1347,Basic,13,2022-10-14,2023-04-07,Canada,30,Male,Smart TV,1 Month,175,10,30-34
1348,Standard,13,2022-09-14,2023-05-07,United Kingdom,34,Male,Laptop,1 Month,235,9,30-34
1349,Premium,14,2022-03-09,2023-03-07,Australia,28,Male,Laptop,1 Month,363,3,25-29
1350,Basic,13,2022-08-27,2023-04-07,Germany,39,Female,Smartphone,1 Month,223,8,35-39
1351,Basic,12,2022-08-27,2023-05-07,France,34,Female,Laptop,1 Month,253,8,30-34
1352,Premium,13,2022-08-21,2023-05-07,Brazil,42,Male,Laptop,1 Month,259,8,40-44
1353,Standard,13,2022-08-13,2023-02-07,Mexico,29,Female,Tablet,1 Month,178,8,25-29
1354,Standard,13,2022-12-08,2023-04-07,Spain,29,Male,Tablet,1 Month,120,12,25-29
1355,Basic,12,2022-07-24,2023-04-07,Italy,30,Male,Tablet,1 Month,257,7,30-34
1356,Premium,11,2022-07-24,2023-04-07,Spain,51,Male,Smartphone,1 Month,257,7,50-54
1357,Standard,11,2022-12-07,2023-02-07,Spain,51,Male,Smart TV,1 Month,62,12,50-54
1358,Basic,13,2022-09-07,2023-04-07,United States,44,Male,Tablet,1 Month,212,9,40-44
1359,Standard,13,2022-09-07,2023-05-07,Canada,35,Male,Laptop,1 Month,242,9,35-39
1360,Premium,10,2022-10-07,2023-04-07,United States,39,Male,Smart TV,1 Month,182,10,35-39
1361,Basic,12,2022-02-07,2023-02-07,United States,41,Female,Laptop,1 Month,365,2,40-44
1362,Premium,13,2022-02-07,2023-04-07,Canada,44,Female,Laptop,1 Month,424,2,40-44
1363,Standard,11,2022-01-07,2023-05-07,United Kingdom,29,Male,Laptop,1 Month,485,1,25-29
1364,Basic,14,2022-01-07,2023-04-07,Australia,47,Male,Tablet,1 Month,455,1,45-49
1365,Standard,10,2022-06-30,2023-02-07,Germany,28,Female,Smartphone,1 Month,222,6,25-29
1366,Premium,15,2022-06-29,2023-04-07,France,45,Male,Laptop,1 Month,282,6,45-49
1367,Basic,11,2022-06-26,2023-04-07,Brazil,28,Female,Smartphone,1 Month,285,6,25-29
1368,Standard,14,2022-06-27,2023-03-07,Mexico,31,Female,Laptop,1 Month,253,6,30-34
1369,Premium,13,2022-06-25,2023-03-07,Spain,47,Female,Laptop,1 Month,255,6,45-49
1370,Basic,13,2022-06-23,2023-04-07,Italy,42,Female,Tablet,1 Month,288,6,40-44
1371,Premium,14,2022-06-24,2023-04-07,Spain,34,Female,Laptop,1 Month,287,6,30-34
1372,Basic,12,2022-06-25,2023-05-07,Spain,40,Female,Laptop,1 Month,316,6,40-44
1373,Standard,13,2022-06-26,2023-04-07,United States,42,Female,Laptop,1 Month,285,6,40-44
1374,Standard,14,2022-06-27,2023-07-07,Canada,33,Male,Smart TV,1 Month,375,6,30-34
1375,Basic,12,2022-06-30,2023-03-07,United States,30,Male,Laptop,1 Month,250,6,30-34
1376,Premium,14,2022-03-07,2023-05-07,United States,29,Male,Tablet,1 Month,426,3,25-29
1377,Basic,13,2022-09-07,2023-04-07,Canada,31,Male,Smart TV,1 Month,212,9,30-34
1378,Standard,14,2022-07-17,2023-06-07,United Kingdom,46,Female,Smart TV,1 Month,325,7,45-49
1379,Premium,11,2022-07-22,2023-03-07,Australia,46,Female,Smartphone,1 Month,228,7,45-49
1380,Basic,11,2022-07-28,2023-05-07,Germany,47,Male,Laptop,1 Month,283,7,45-49
1381,Premium,12,2022-04-08,2023-04-07,France,48,Female,Smart TV,1 Month,364,4,45-49
1382,Basic,13,2022-08-08,2023-06-07,Brazil,32,Female,Smart TV,1 Month,303,8,30-34
1383,Standard,13,2022-08-13,2023-04-07,Mexico,51,Female,Tablet,1 Month,237,8,50-54
1384,Standard,13,2022-08-17,2023-05-07,Spain,33,Male,Smart TV,1 Month,263,8,30-34
1385,Basic,15,2022-08-20,2023-04-07,Italy,43,Male,Smartphone,1 Month,230,8,40-44
1386,Premium,14,2022-08-28,2023-06-07,Spain,43,Female,Smart TV,1 Month,283,8,40-44
1387,Basic,13,2022-08-29,2023-04-07,Spain,42,Male,Smart TV,1 Month,221,8,40-44
1388,Standard,15,2022-03-09,2023-05-07,United States,30,Male,Smartphone,1 Month,424,3,30-34
1389,Premium,13,2022-10-09,2023-03-07,Canada,50,Male,Smartphone,1 Month,149,10,50-54
1390,Basic,11,2022-09-13,2023-05-07,United States,51,Female,Laptop,1 Month,236,9,50-54
1391,Premium,14,2022-09-15,2023-04-07,United States,36,Female,Tablet,1 Month,204,9,35-39
1392,Basic,13,2022-09-25,2023-06-07,Canada,41,Female,Tablet,1 Month,255,9,40-44
1393,Standard,10,2022-01-10,2023-03-07,United Kingdom,37,Male,Smart TV,1 Month,421,1,35-39
1394,Standard,11,2022-02-10,2023-04-07,Australia,30,Female,Tablet,1 Month,421,2,30-34
1395,Basic,11,2022-05-10,2023-04-07,Germany,50,Female,Tablet,1 Month,332,5,50-54
1396,Premium,14,2022-06-10,2023-05-07,France,41,Female,Smart TV,1 Month,331,6,40-44
1397,Basic,14,2022-07-10,2023-03-07,Brazil,29,Female,Laptop,1 Month,240,7,25-29
1398,Standard,12,2022-10-10,2023-04-07,Mexico,43,Male,Smart TV,1 Month,179,10,40-44
1399,Premium,12,2022-12-10,2023-04-07,Spain,31,Female,Smart TV,1 Month,118,12,30-34
1400,Basic,14,2022-10-15,2023-06-07,Italy,40,Male,Laptop,1 Month,235,10,40-44
1401,Premium,12,2022-10-17,2023-05-07,Spain,35,Female,Smart TV,1 Month,202,10,35-39
1402,Basic,13,2022-10-21,2023-04-07,Spain,39,Female,Laptop,1 Month,168,10,35-39
1403,Standard,14,2022-10-23,2023-05-07,United States,48,Male,Laptop,1 Month,196,10,45-49
1404,Standard,14,2022-10-24,2023-05-07,Canada,42,Female,Tablet,1 Month,195,10,40-44
1405,Basic,11,2022-10-27,2023-06-07,United States,48,Female,Smart TV,1 Month,223,10,45-49
1406,Premium,10,2022-10-30,2023-07-07,United States,33,Female,Smart TV,1 Month,250,10,30-34
1407,Basic,14,2022-10-31,2023-04-07,Canada,45,Female,Smart TV,1 Month,158,10,45-49
1408,Standard,14,2022-03-11,2023-04-07,United Kingdom,40,Female,Smart TV,1 Month,392,3,40-44
1409,Premium,15,2022-05-11,2023-06-07,Australia,38,Male,Tablet,1 Month,392,5,35-39
1410,Basic,14,2022-06-11,2023-06-07,Germany,31,Female,Tablet,1 Month,361,6,30-34
1411,Premium,14,2022-01-11,2023-04-07,France,33,Female,Smart TV,1 Month,451,1,30-34
1412,Basic,15,2022-02-11,2023-05-07,Brazil,27,Male,Laptop,1 Month,450,2,25-29
1413,Standard,13,2022-02-11,2023-05-07,Mexico,47,Male,Smartphone,1 Month,450,2,45-49
1414,Standard,15,2022-01-11,2023-06-07,Spain,41,Male,Tablet,1 Month,512,1,40-44
1415,Basic,11,2022-10-17,2023-03-07,Italy,32,Female,Smart TV,1 Month,141,10,30-34
1416,Premium,11,2022-10-18,2023-05-07,Spain,31,Male,Smart TV,1 Month,201,10,30-34
1417,Basic,13,2022-09-28,2023-05-07,Spain,43,Female,Tablet,1 Month,221,9,40-44
1418,Standard,15,2022-09-23,2023-05-07,United States,42,Female,Smart TV,1 Month,226,9,40-44
1419,Premium,15,2022-09-22,2023-03-07,Canada,46,Male,Smartphone,1 Month,166,9,45-49
1420,Basic,12,2022-08-31,2023-04-07,United States,27,Female,Smartphone,1 Month,219,8,25-29
1421,Basic,15,2022-08-28,2023-05-07,United States,48,Female,Smart TV,1 Month,252,8,45-49
1422,Basic,15,2022-08-27,2023-05-07,Canada,49,Male,Laptop,1 Month,253,8,45-49
1423,Standard,12,2022-08-17,2023-03-07,United Kingdom,43,Male,Smart TV,1 Month,202,8,40-44
1424,Premium,14,2022-09-08,2023-04-07,Australia,38,Male,Laptop,1 Month,211,9,35-39
1425,Basic,13,2022-07-24,2023-05-07,Germany,37,Male,Smartphone,1 Month,287,7,35-39
1426,Basic,12,2022-07-16,2023-04-07,France,39,Female,Smart TV,1 Month,265,7,35-39
1427,Premium,10,2022-07-15,2023-03-07,Brazil,40,Male,Tablet,1 Month,235,7,40-44
1428,Standard,12,2022-12-07,2023-05-07,Mexico,40,Male,Smart TV,1 Month,151,12,40-44
1429,Standard,12,2022-12-07,2023-06-07,Spain,48,Male,Laptop,1 Month,182,12,45-49
1430,Basic,13,2022-09-07,2023-05-07,Italy,43,Female,Smart TV,1 Month,242,9,40-44
1431,Premium,10,2022-05-07,2023-02-07,Spain,46,Male,Laptop,1 Month,276,5,45-49
1432,Standard,11,2022-05-07,2023-05-07,Spain,43,Male,Smartphone,1 Month,365,5,40-44
1433,Basic,10,2022-03-07,2023-05-07,United States,30,Female,Tablet,1 Month,426,3,30-34
1434,Standard,13,2022-01-07,2023-04-07,Canada,51,Female,Laptop,1 Month,455,1,50-54
1435,Premium,12,2022-06-30,2023-03-07,United States,30,Male,Smartphone,1 Month,250,6,30-34
1436,Basic,14,2022-06-27,2023-04-07,United States,47,Female,Smart TV,1 Month,284,6,45-49
1437,Premium,13,2022-06-28,2023-04-07,Canada,41,Male,Laptop,1 Month,283,6,40-44
1438,Standard,10,2022-06-28,2023-05-07,United Kingdom,45,Female,Smartphone,1 Month,313,6,45-49
1439,Basic,14,2022-06-24,2023-04-07,Australia,47,Female,Laptop,1 Month,287,6,45-49
1440,Standard,11,2022-06-24,2023-05-07,Germany,48,Female,Smart TV,1 Month,317,6,45-49
1441,Premium,11,2022-06-25,2023-04-07,France,51,Female,Tablet,1 Month,286,6,50-54
1442,Basic,10,2022-06-26,2023-06-07,Brazil,29,Male,Smart TV,1 Month,346,6,25-29
1443,Standard,13,2022-06-27,2023-05-07,Mexico,43,Female,Laptop,1 Month,314,6,40-44
1444,Premium,13,2022-06-29,2023-07-07,Spain,49,Female,Tablet,1 Month,373,6,45-49
1445,Basic,11,2022-02-07,2023-03-07,Italy,37,Male,Smartphone,1 Month,393,2,35-39
1446,Premium,13,2022-07-07,2023-05-07,Spain,48,Male,Tablet,1 Month,304,7,45-49
1447,Basic,11,2022-07-13,2023-05-07,Spain,36,Female,Tablet,1 Month,298,7,35-39
1448,Standard,14,2022-07-18,2023-07-07,United States,33,Female,Laptop,1 Month,354,7,30-34
1449,Standard,14,2022-07-24,2023-04-07,Canada,38,Female,Laptop,1 Month,257,7,35-39
1450,Basic,12,2022-07-31,2023-06-07,United States,42,Female,Smartphone,1 Month,311,7,40-44
1451,Premium,15,2022-01-08,2023-05-07,United States,30,Female,Tablet,1 Month,484,1,30-34
1452,Basic,10,2022-08-08,2023-06-07,Canada,39,Male,Smart TV,1 Month,303,8,35-39
1453,Standard,14,2022-08-13,2023-04-07,United Kingdom,36,Male,Smartphone,1 Month,237,8,35-39
1454,Premium,11,2022-08-14,2023-06-07,Australia,27,Female,Smartphone,1 Month,297,8,25-29
1455,Basic,11,2022-08-23,2023-04-07,Germany,49,Male,Smart TV,1 Month,227,8,45-49
1456,Premium,14,2022-08-27,2023-06-07,France,31,Male,Laptop,1 Month,284,8,30-34
1457,Basic,10,2022-08-31,2023-05-07,Brazil,36,Male,Laptop,1 Month,249,8,35-39
1458,Standard,14,2022-09-09,2023-06-07,Mexico,41,Female,Tablet,1 Month,271,9,40-44
1459,Standard,10,2022-10-09,2023-04-07,Spain,45,Female,Laptop,1 Month,180,10,45-49
1460,Basic,14,2022-12-09,2023-05-07,Italy,45,Male,Smart TV,1 Month,149,12,45-49
1461,Premium,11,2022-09-17,2023-05-07,Spain,32,Male,Smart TV,1 Month,232,9,30-34
1462,Basic,13,2022-09-21,2023-06-07,Spain,41,Female,Smartphone,1 Month,259,9,40-44
1463,Standard,11,2022-02-10,2023-03-07,United States,37,Male,Smart TV,1 Month,390,2,35-39
1464,Premium,10,2022-04-10,2023-05-07,Canada,27,Male,Laptop,1 Month,392,4,25-29
1465,Basic,14,2022-06-10,2023-04-07,United States,41,Male,Laptop,1 Month,301,6,40-44
1466,Premium,13,2022-07-10,2023-06-07,United States,30,Female,Smart TV,1 Month,332,7,30-34
1467,Basic,12,2022-08-10,2023-04-07,Canada,43,Male,Smartphone,1 Month,240,8,40-44
1468,Standard,12,2022-11-10,2023-05-07,United Kingdom,51,Male,Laptop,1 Month,178,11,50-54
1469,Standard,12,2022-10-13,2023-04-07,Australia,46,Female,Smart TV,1 Month,176,10,45-49
1470,Basic,10,2022-10-15,2023-06-07,Germany,27,Female,Tablet,1 Month,235,10,25-29
1471,Premium,10,2022-10-19,2023-06-07,France,51,Female,Smartphone,1 Month,231,10,50-54
1472,Basic,14,2022-10-21,2023-06-07,Brazil,28,Female,Laptop,1 Month,229,10,25-29
1473,Standard,14,2022-10-23,2023-05-07,Mexico,33,Male,Smartphone,1 Month,196,10,30-34
1474,Premium,12,2022-10-26,2023-05-07,Spain,31,Female,Laptop,1 Month,193,10,30-34
1475,Basic,13,2022-10-27,2023-06-07,Italy,47,Male,Laptop,1 Month,223,10,45-49
1476,Premium,10,2022-10-31,2023-07-07,Spain,45,Female,Tablet,1 Month,249,10,45-49
1477,Basic,13,2022-03-11,2023-05-07,Spain,42,Male,Smart TV,1 Month,422,3,40-44
1478,Standard,15,2022-05-11,2023-06-07,United States,47,Female,Smart TV,1 Month,392,5,45-49
1479,Standard,12,2022-06-11,2023-06-07,Canada,29,Female,Smart TV,1 Month,361,6,25-29
1480,Basic,13,2022-03-11,2023-07-07,United States,49,Female,Laptop,1 Month,483,3,45-49
1481,Premium,14,2022-03-11,2023-04-07,United States,41,Female,Laptop,1 Month,392,3,40-44
1482,Basic,13,2022-04-11,2023-05-07,Canada,45,Male,Smartphone,1 Month,391,4,45-49
1483,Standard,14,2022-02-11,2023-06-07,United Kingdom,49,Male,Smart TV,1 Month,481,2,45-49
1484,Premium,13,2022-10-27,2023-06-07,Australia,41,Male,Smart TV,1 Month,223,10,40-44
1485,Basic,15,2022-10-27,2023-04-07,Germany,37,Male,Laptop,1 Month,162,10,35-39
1486,Premium,14,2022-10-15,2023-05-07,France,31,Male,Smartphone,1 Month,204,10,30-34
1487,Basic,13,2022-03-10,2023-05-07,Brazil,29,Male,Smartphone,1 Month,423,3,25-29
1488,Standard,10,2022-09-25,2023-05-07,Mexico,51,Female,Smart TV,1 Month,224,9,50-54
1489,Standard,12,2022-09-16,2023-03-07,Spain,33,Male,Smart TV,1 Month,172,9,30-34
1490,Basic,12,2022-09-14,2023-04-07,Italy,31,Male,Smartphone,1 Month,205,9,30-34
1491,Premium,11,2022-11-09,2023-05-07,Spain,42,Female,Laptop,1 Month,179,11,40-44
1492,Basic,15,2022-09-09,2023-05-07,Spain,48,Female,Laptop,1 Month,240,9,45-49
1493,Standard,13,2022-12-08,2023-03-07,United States,37,Female,Laptop,1 Month,89,12,35-39
1494,Premium,13,2022-04-08,2023-06-07,Canada,51,Female,Smartphone,1 Month,425,4,50-54
1495,Basic,12,2022-04-08,2023-06-07,United States,29,Female,Tablet,1 Month,425,4,25-29
1496,Basic,13,2022-07-31,2023-05-07,United States,46,Male,Tablet,1 Month,280,7,45-49
1497,Basic,15,2022-07-29,2023-03-07,Canada,35,Male,Smart TV,1 Month,221,7,35-39
1498,Standard,15,2022-07-14,2023-05-07,United Kingdom,44,Female,Smartphone,1 Month,297,7,40-44
1499,Premium,12,2022-07-13,2023-06-07,Australia,36,Male,Smart TV,1 Month,329,7,35-39
1500,Basic,14,2022-11-07,2023-05-07,Germany,38,Female,Tablet,1 Month,181,11,35-39
1501,Basic,12,2022-12-07,2023-03-07,France,36,Male,Smart TV,1 Month,90,12,35-39
1502,Premium,14,2022-11-07,2023-05-07,Brazil,40,Female,Laptop,1 Month,181,11,40-44
1503,Standard,10,2022-02-07,2023-05-07,Mexico,29,Male,Laptop,1 Month,454,2,25-29
1504,Standard,11,2022-06-30,2023-06-07,Spain,32,Male,Smart TV,1 Month,342,6,30-34
1505,Basic,12,2022-06-30,2023-05-07,Italy,30,Male,Laptop,1 Month,311,6,30-34
1506,Premium,10,2022-06-29,2023-05-07,Spain,47,Male,Smartphone,1 Month,312,6,45-49
1507,Standard,15,2022-06-30,2023-04-07,Spain,28,Female,Tablet,1 Month,281,6,25-29
1508,Basic,11,2022-06-24,2023-05-07,United States,49,Male,Laptop,1 Month,317,6,45-49
1509,Standard,12,2022-06-25,2023-04-07,Canada,50,Male,Smartphone,1 Month,286,6,50-54
1510,Premium,11,2022-06-25,2023-07-07,United States,33,Male,Smart TV,1 Month,377,6,30-34
1511,Basic,13,2022-06-26,2023-04-07,United States,50,Male,Smart TV,1 Month,285,6,50-54
1512,Premium,10,2022-06-27,2023-06-07,Canada,28,Female,Smart TV,1 Month,345,6,25-29
1513,Standard,12,2022-06-29,2023-06-07,United Kingdom,41,Male,Smartphone,1 Month,343,6,40-44
1514,Basic,12,2022-01-07,2023-07-07,Australia,30,Female,Smartphone,1 Month,546,1,30-34
1515,Standard,10,2022-03-07,2023-04-07,Germany,32,Male,Smart TV,1 Month,396,3,30-34
1516,Premium,15,2022-12-07,2023-07-07,France,50,Male,Laptop,1 Month,212,12,50-54
1517,Basic,11,2022-07-15,2023-05-07,Brazil,28,Female,Smart TV,1 Month,296,7,25-29
1518,Standard,13,2022-07-19,2023-07-07,Mexico,45,Male,Smart TV,1 Month,353,7,45-49
1519,Premium,14,2022-07-27,2023-05-07,Spain,31,Male,Tablet,1 Month,284,7,30-34
1520,Basic,11,2022-07-29,2023-06-07,Italy,27,Female,Smartphone,1 Month,313,7,25-29
1521,Premium,11,2022-06-08,2023-05-07,Spain,49,Male,Tablet,1 Month,333,6,45-49
1522,Basic,10,2022-08-13,2023-06-07,Spain,32,Female,Laptop,1 Month,298,8,30-34
1523,Standard,13,2022-08-14,2023-05-07,United States,38,Male,Smart TV,1 Month,266,8,35-39
1524,Standard,11,2022-08-20,2023-07-07,Canada,39,Male,Smartphone,1 Month,321,8,35-39
1525,Basic,14,2022-08-24,2023-04-07,United States,50,Female,Tablet,1 Month,226,8,50-54
1526,Premium,10,2022-08-28,2023-06-07,United States,51,Male,Tablet,1 Month,283,8,50-54
1527,Basic,15,2022-05-09,2023-05-07,Canada,32,Female,Smart TV,1 Month,363,5,30-34
1528,Standard,12,2022-10-09,2023-07-07,United Kingdom,45,Female,Smart TV,1 Month,271,10,45-49
1529,Premium,12,2022-11-09,2023-04-07,Australia,31,Female,Laptop,1 Month,149,11,30-34
1530,Basic,12,2022-09-14,2023-06-07,Germany,44,Male,Smartphone,1 Month,266,9,40-44
1531,Premium,12,2022-09-21,2023-05-07,France,30,Female,Tablet,1 Month,228,9,30-34
1532,Basic,13,2022-09-26,2023-07-07,Brazil,44,Female,Tablet,1 Month,284,9,40-44
1533,Standard,10,2022-09-30,2023-03-07,Mexico,37,Male,Tablet,1 Month,158,9,35-39
1534,Standard,14,2022-02-10,2023-06-07,Spain,30,Female,Tablet,1 Month,482,2,30-34
1535,Basic,12,2022-06-10,2023-05-07,Italy,31,Female,Smart TV,1 Month,331,6,30-34
1536,Premium,15,2022-07-10,2023-06-07,Spain,31,Female,Laptop,1 Month,332,7,30-34
1537,Basic,15,2022-09-10,2023-06-07,Spain,44,Male,Tablet,1 Month,270,9,40-44
1538,Standard,10,2022-11-10,2023-05-07,United States,44,Female,Smart TV,1 Month,178,11,40-44
1539,Premium,14,2022-12-10,2023-05-07,Canada,34,Male,Laptop,1 Month,148,12,30-34
1540,Basic,12,2022-10-16,2023-06-07,United States,42,Male,Laptop,1 Month,234,10,40-44
1541,Premium,15,2022-10-17,2023-07-07,United States,33,Male,Smartphone,1 Month,263,10,30-34
1542,Basic,11,2022-10-21,2023-07-07,Canada,35,Male,Smart TV,1 Month,259,10,35-39
1543,Standard,15,2022-10-23,2023-06-07,United Kingdom,34,Female,Laptop,1 Month,227,10,30-34
1544,Standard,14,2022-10-25,2023-05-07,Australia,47,Male,Tablet,1 Month,194,10,45-49
1545,Basic,13,2022-10-27,2023-06-07,Germany,43,Female,Laptop,1 Month,223,10,40-44
1546,Premium,13,2022-10-29,2023-08-07,France,43,Male,Smart TV,1 Month,282,10,40-44
1547,Basic,13,2022-01-11,2023-05-07,Brazil,35,Female,Smartphone,1 Month,481,1,35-39
1548,Standard,13,2022-04-11,2023-06-07,Mexico,39,Male,Tablet,1 Month,422,4,35-39
1549,Premium,10,2022-04-11,2023-06-07,Spain,39,Male,Tablet,1 Month,422,4,35-39
1550,Basic,11,2022-04-11,2023-07-07,Italy,49,Female,Smart TV,1 Month,452,4,45-49
1551,Premium,14,2022-05-11,2023-04-07,Spain,30,Male,Tablet,1 Month,331,5,30-34
1552,Basic,12,2022-02-11,2023-05-07,Spain,31,Female,Tablet,1 Month,450,2,30-34
1553,Standard,12,2022-03-11,2023-06-07,United States,39,Male,Tablet,1 Month,453,3,35-39
1554,Standard,14,2022-10-30,2023-06-07,Canada,30,Female,Laptop,1 Month,220,10,30-34
1555,Basic,13,2022-10-31,2023-04-07,United States,43,Female,Smartphone,1 Month,158,10,40-44
1556,Premium,10,2022-10-14,2023-05-07,United States,29,Female,Smartphone,1 Month,205,10,25-29
1557,Basic,14,2022-09-26,2023-05-07,Canada,46,Male,Smart TV,1 Month,223,9,45-49
1558,Standard,15,2022-09-17,2023-06-07,United Kingdom,35,Male,Smartphone,1 Month,263,9,35-39
1559,Premium,12,2022-09-16,2023-03-07,Australia,30,Male,Tablet,1 Month,172,9,30-34
1560,Basic,12,2022-12-09,2023-07-07,Germany,39,Female,Smart TV,1 Month,210,12,35-39
1561,Premium,14,2022-12-09,2023-06-07,France,41,Male,Laptop,1 Month,180,12,40-44
1562,Basic,12,2022-08-29,2023-05-07,Brazil,27,Male,Smartphone,1 Month,251,8,25-29
1563,Standard,15,2022-08-25,2023-03-07,Mexico,42,Male,Laptop,1 Month,194,8,40-44
1564,Standard,11,2022-08-15,2023-06-07,Spain,45,Female,Tablet,1 Month,296,8,45-49
1565,Basic,10,2022-11-08,2023-07-07,Italy,36,Female,Smart TV,1 Month,241,11,35-39
1566,Premium,12,2022-10-08,2023-06-07,Spain,35,Male,Laptop,1 Month,242,10,35-39
1567,Basic,13,2022-07-26,2023-04-07,Spain,38,Male,Smartphone,1 Month,255,7,35-39
1568,Standard,14,2022-07-19,2023-06-07,United States,41,Female,Smart TV,1 Month,323,7,40-44
